The converted file is generated at:
2017-05-23 04:28:08
XMax XMin YMax YMin
0.787 -0.787 0.786 -0.786
Number of Layers:
132
-0.164 0.503 68.523
-0.225 0.479 61.526
-0.284 0.447 53.653
-0.337 0.408 46.809
-0.386 0.362 39.472
-0.428 0.311 32.735
-0.464 0.255 25.017
-0.492 0.195 18.435
-0.513 0.132 10.305
-0.525 0.066 3.468
-0.529 0.000 -3.468
-0.525 -0.066 -10.305
-0.513 -0.132 -18.435
-0.492 -0.195 -25.017
-0.464 -0.255 -32.735
-0.428 -0.311 -39.472
-0.386 -0.362 -46.809
-0.337 -0.408 -53.653
-0.284 -0.447 -61.526
-0.225 -0.479 -68.523
-0.164 -0.503 -75.343
-0.099 -0.520 -83.089
-0.033 -0.528 -90.000
0.033 -0.528 -96.911
0.099 -0.520 -104.657
0.164 -0.503 -111.477
0.225 -0.479 -118.474
0.284 -0.447 -126.347
0.337 -0.408 -133.191
0.386 -0.362 -140.528
0.428 -0.311 -147.265
0.464 -0.255 -154.983
0.492 -0.195 -161.565
0.513 -0.132 -169.695
0.525 -0.066 -176.532
0.529 0.000 -183.468
0.525 0.066 -190.305
0.513 0.132 -198.435
0.492 0.195 -205.017
0.464 0.255 -212.735
0.428 0.311 -219.472
0.386 0.362 -219.472
Layer: 23
6.939
51
-0.553 0.219 205.530
-0.521 0.286 212.412
-0.481 0.349 219.611
-0.433 0.407 226.637
-0.379 0.458 233.746
-0.319 0.502 241.390
-0.253 0.538 248.629
-0.184 0.565 255.411
-0.111 0.584 263.066
-0.037 0.593 270.000
0.037 0.593 276.934
0.111 0.584 284.589
0.184 0.565 291.371
0.253 0.538 298.610
0.319 0.502 306.254
0.379 0.458 313.363
0.433 0.407 320.389
0.481 0.349 327.588
0.521 0.286 334.470
0.553 0.219 342.051
0.576 0.148 349.144
0.590 0.075 356.186
0.595 0.000 363.814
0.590 -0.075 370.856
0.576 -0.148 377.949
0.553 -0.219 385.530
0.521 -0.286 392.412
0.481 -0.349 399.611
0.433 -0.407 406.637
0.379 -0.458 413.746
0.319 -0.502 421.390
0.253 -0.538 428.629
0.184 -0.565 435.411
0.111 -0.584 443.066
0.037 -0.593 450.000
-0.037 -0.593 456.934
-0.111 -0.584 464.589
-0.184 -0.565 471.371
-0.253 -0.538 478.610
-0.319 -0.502 486.254
-0.379 -0.458 493.363
-0.433 -0.407 500.389
-0.481 -0.349 507.588
-0.521 -0.286 514.470
-0.553 -0.219 522.051
-0.576 -0.148 529.144
-0.590 -0.075 536.186
-0.595 0.000 543.814
-0.590 0.075 550.856
-0.576 0.148 557.949
-0.553 0.219 557.949
Layer: 24
6.939
51
-0.515 0.204 17.650
-0.536 0.138 10.670
-0.549 0.069 4.145
-0.554 0.000 -4.145
-0.549 -0.069 -10.670
-0.536 -0.138 -17.650
-0.515 -0.204 -25.463
-0.485 -0.267 -32.535
-0.448 -0.325 -39.174
-0.404 -0.379 -46.736
-0.353 -0.427 -53.791
-0.297 -0.468 -61.587
-0.236 -0.501 -68.199
-0.171 -0.527 -75.763
-0.104 -0.544 -82.569
-0.035 -0.553 -90.000
0.035 -0.553 -97.431
0.104 -0.544 -104.237
0.171 -0.527 -111.801
0.236 -0.501 -118.413
0.297 -0.468 -126.209
0.353 -0.427 -133.264
0.404 -0.379 -140.826
0.448 -0.325 -147.465
0.485 -0.267 -154.537
0.515 -0.204 -162.350
0.536 -0.138 -169.330
0.549 -0.069 -175.855
0.554 0.000 -184.145
0.549 0.069 -190.670
0.536 0.138 -197.650
0.515 0.204 -205.463
0.485 0.267 -212.535
0.448 0.325 -219.174
0.404 0.379 -226.736
0.353 0.427 -233.791
0.297 0.468 -241.587
0.236 0.501 -248.199
0.171 0.527 -255.763
0.104 0.544 -262.569
0.035 0.553 -270.000
-0.035 0.553 -277.431
-0.104 0.544 -284.237
-0.171 0.527 -291.801
-0.236 0.501 -298.413
-0.297 0.468 -306.209
-0.353 0.427 -313.264
-0.404 0.379 -320.826
-0.448 0.325 -327.465
-0.485 0.267 -334.537
-0.515 0.204 -334.537
Layer: 25
7.539
51
0.039 -0.613 90.000
-0.039 -0.613 97.496
-0.115 -0.603 104.216
-0.190 -0.584 111.523
-0.261 -0.556 119.197
-0.329 -0.518 125.972
-0.391 -0.473 132.917
-0.448 -0.420 140.290
-0.497 -0.361 147.758
-0.538 -0.296 154.759
-0.571 -0.226 161.801
-0.595 -0.153 169.563
-0.609 -0.077 176.285
-0.614 0.000 183.715
-0.609 0.077 190.437
-0.595 0.153 198.199
-0.571 0.226 205.241
-0.538 0.296 212.242
-0.497 0.361 219.710
-0.448 0.420 227.083
-0.391 0.473 234.028
-0.329 0.518 240.803
-0.261 0.556 248.477
-0.190 0.584 255.784
-0.115 0.603 262.504
-0.039 0.613 270.000
0.039 0.613 277.496
0.115 0.603 284.216
0.190 0.584 291.523
0.261 0.556 299.197
0.329 0.518 305.972
0.391 0.473 312.917
0.448 0.420 320.290
0.497 0.361 327.758
0.538 0.296 334.759
0.571 0.226 341.801
0.595 0.153 349.563
0.609 0.077 356.285
0.614 0.000 363.715
0.609 -0.077 370.437
0.595 -0.153 378.199
0.571 -0.226 385.241
0.538 -0.296 392.242
0.497 -0.361 399.710
0.448 -0.420 407.083
0.391 -0.473 414.028
0.329 -0.518 420.803
0.261 -0.556 428.477
0.190 -0.584 435.784
0.115 -0.603 442.504
0.039 -0.613 442.504
Layer: 26
7.539
51
0.036 -0.572 262.776
0.107 -0.563 255.579
0.177 -0.545 248.791
0.244 -0.519 240.945
0.307 -0.484 234.090
0.365 -0.442 226.668
0.418 -0.392 219.908
0.464 -0.337 211.921
0.502 -0.276 205.498
0.533 -0.211 197.928
0.555 -0.143 191.155
0.569 -0.072 183.180
0.573 0.000 176.820
0.569 0.072 168.845
0.555 0.143 162.072
0.533 0.211 154.502
0.502 0.276 148.079
0.464 0.337 140.092
0.418 0.392 133.332
0.365 0.442 125.910
0.307 0.484 119.055
0.244 0.519 111.209
0.177 0.545 104.421
0.107 0.563 97.224
0.036 0.572 90.000
-0.036 0.572 82.776
-0.107 0.563 75.579
-0.177 0.545 68.791
-0.244 0.519 60.945
-0.307 0.484 54.090
-0.365 0.442 46.668
-0.418 0.392 39.908
-0.464 0.337 31.921
-0.502 0.276 25.498
-0.533 0.211 17.928
-0.555 0.143 11.155
-0.569 0.072 3.180
-0.573 0.000 -3.180
-0.569 -0.072 -11.155
-0.555 -0.143 -17.928
-0.533 -0.211 -25.498
-0.502 -0.276 -31.921
-0.464 -0.337 -39.908
-0.418 -0.392 -46.668
-0.365 -0.442 -54.090
-0.307 -0.484 -60.945
-0.244 -0.519 -68.791
-0.177 -0.545 -75.579
-0.107 -0.563 -82.776
-0.036 -0.572 -90.000
0.036 -0.572 -90.000
Layer: 27
8.139
51
0.462 0.434 320.560
0.513 0.372 327.918
0.555 0.305 334.722
0.589 0.233 341.565
0.614 0.158 349.249
0.629 0.079 356.379
0.634 0.000 363.621
0.629 -0.079 370.751
0.614 -0.158 378.435
0.589 -0.233 385.278
0.555 -0.305 392.082
0.513 -0.372 399.440
0.462 -0.434 407.045
0.404 -0.488 414.130
0.339 -0.535 421.157
0.270 -0.573 427.932
0.196 -0.603 436.139
0.119 -0.622 442.786
0.040 -0.632 450.000
-0.040 -0.632 457.214
-0.119 -0.622 463.861
-0.196 -0.603 472.068
-0.270 -0.573 478.843
-0.339 -0.535 485.870
-0.404 -0.488 492.955
-0.462 -0.434 500.560
-0.513 -0.372 507.918
-0.555 -0.305 514.722
-0.589 -0.233 521.565
-0.614 -0.158 529.249
-0.629 -0.079 536.379
-0.634 0.000 543.621
-0.629 0.079 550.751
-0.614 0.158 558.435
-0.589 0.233 565.278
-0.555 0.305 572.082
-0.513 0.372 579.440
-0.462 0.434 587.045
-0.404 0.488 594.130
-0.339 0.535 601.157
-0.270 0.573 607.932
-0.196 0.603 616.139
-0.119 0.622 622.786
-0.040 0.632 630.000
0.040 0.632 637.214
0.119 0.622 643.861
0.196 0.603 652.068
0.270 0.573 658.843
0.339 0.535 665.870
0.404 0.488 672.955
0.462 0.434 672.955
Layer: 28
8.139
51
0.432 0.406 133.363
0.378 0.457 126.254
0.318 0.501 117.937
0.252 0.536 112.087
0.183 0.564 104.036
0.111 0.582 97.696
0.037 0.592 90.000
-0.037 0.592 82.304
-0.111 0.582 75.964
-0.183 0.564 67.913
-0.252 0.536 62.063
-0.318 0.501 53.746
-0.378 0.457 46.637
-0.432 0.406 39.611
-0.480 0.348 32.171
-0.519 0.286 25.201
-0.551 0.218 17.949
-0.574 0.147 10.856
-0.588 0.074 3.865
-0.593 0.000 -3.865
-0.588 -0.074 -10.856
-0.574 -0.147 -17.949
-0.551 -0.218 -25.201
-0.519 -0.286 -32.171
-0.480 -0.348 -39.611
-0.432 -0.406 -46.637
-0.378 -0.457 -53.746
-0.318 -0.501 -62.063
-0.252 -0.536 -67.913
-0.183 -0.564 -75.964
-0.111 -0.582 -82.304
-0.037 -0.592 -90.000
0.037 -0.592 -97.696
0.111 -0.582 -104.036
0.183 -0.564 -112.087
0.252 -0.536 -117.937
0.318 -0.501 -126.254
0.378 -0.457 -133.363
0.432 -0.406 -140.389
0.480 -0.348 -147.829
0.519 -0.286 -154.799
0.551 -0.218 -162.051
0.574 -0.147 -169.144
0.588 -0.074 -176.135
0.593 0.000 -183.865
0.588 0.074 -190.856
0.574 0.147 -197.949
0.551 0.218 -205.201
0.519 0.286 -212.171
0.480 0.348 -219.611
0.432 0.406 -219.611
Layer: 29
8.739
51
-0.644 0.081 190.620
-0.629 0.161 197.771
-0.604 0.239 205.313
-0.569 0.313 212.525
-0.525 0.382 219.536
-0.473 0.445 227.010
-0.414 0.500 233.973
-0.348 0.548 240.945
-0.276 0.588 248.199
-0.201 0.618 255.793
-0.122 0.638 262.962
-0.041 0.648 270.000
0.041 0.648 277.038
0.122 0.638 284.207
0.201 0.618 291.801
0.276 0.588 299.055
0.348 0.548 306.027
0.414 0.500 312.990
0.473 0.445 320.464
0.525 0.382 327.475
0.569 0.313 334.687
0.604 0.239 342.229
0.629 0.161 349.380
0.644 0.081 356.468
0.649 0.000 363.532
0.644 -0.081 370.620
0.629 -0.161 377.771
0.604 -0.239 385.313
0.569 -0.313 392.525
0.525 -0.382 399.536
0.473 -0.445 407.010
0.414 -0.500 413.973
0.348 -0.548 420.945
0.276 -0.588 428.199
0.201 -0.618 435.793
0.122 -0.638 442.962
0.041 -0.648 450.000
-0.041 -0.648 457.038
-0.122 -0.638 464.207
-0.201 -0.618 471.801
-0.276 -0.588 479.055
-0.348 -0.548 486.027
-0.414 -0.500 492.990
-0.473 -0.445 500.464
-0.525 -0.382 507.475
-0.569 -0.313 514.687
-0.604 -0.239 522.229
-0.629 -0.161 529.380
-0.644 -0.081 536.468
-0.649 0.000 543.532
-0.644 0.081 543.532
Layer: 30
8.739
51
-0.607 0.077 3.715
-0.612 0.000 -3.715
-0.607 -0.077 -10.574
-0.593 -0.152 -18.199
-0.569 -0.225 -25.241
-0.536 -0.295 -32.242
-0.495 -0.360 -39.710
-0.446 -0.419 -46.577
-0.390 -0.472 -54.028
-0.328 -0.517 -61.091
-0.261 -0.554 -68.749
-0.189 -0.582 -75.600
-0.115 -0.601 -82.600
-0.038 -0.611 -90.000
0.038 -0.611 -97.400
0.115 -0.601 -104.400
0.189 -0.582 -111.251
0.261 -0.554 -118.909
0.328 -0.517 -125.972
0.390 -0.472 -133.423
0.446 -0.419 -140.290
0.495 -0.360 -147.758
0.536 -0.295 -154.759
0.569 -0.225 -161.801
0.593 -0.152 -169.426
0.607 -0.077 -176.285
0.612 0.000 -183.715
0.607 0.077 -190.574
0.593 0.152 -198.199
0.569 0.225 -205.241
0.536 0.295 -212.242
0.495 0.360 -219.710
0.446 0.419 -226.577
0.390 0.472 -234.028
0.328 0.517 -241.091
0.261 0.554 -248.749
0.189 0.582 -255.600
0.115 0.601 -262.600
0.038 0.611 -270.000
-0.038 0.611 -277.400
-0.115 0.601 -284.400
-0.189 0.582 -291.251
-0.261 0.554 -298.909
-0.328 0.517 -305.972
-0.390 0.472 -313.423
-0.446 0.419 -320.290
-0.495 0.360 -327.758
-0.536 0.295 -334.759
-0.569 0.225 -341.801
-0.593 0.152 -349.426
-0.607 0.077 -349.426
Layer: 31
9.339
51
0.205 -0.632 75.466
0.124 -0.653 83.047
0.042 -0.663 90.000
-0.042 -0.663 96.953
-0.124 -0.653 104.534
-0.205 -0.632 111.675
-0.283 -0.601 118.720
-0.356 -0.561 125.776
-0.424 -0.512 133.531
-0.484 -0.455 140.371
-0.537 -0.391 147.633
-0.582 -0.320 154.359
-0.618 -0.245 161.996
-0.644 -0.165 169.634
-0.659 -0.083 176.553
-0.664 0.000 183.447
-0.659 0.083 190.366
-0.644 0.165 198.004
-0.618 0.245 205.641
-0.582 0.320 212.367
-0.537 0.391 219.629
-0.484 0.455 226.469
-0.424 0.512 234.224
-0.356 0.561 241.280
-0.283 0.601 248.325
-0.205 0.632 255.466
-0.124 0.653 263.047
-0.042 0.663 270.000
0.042 0.663 276.953
0.124 0.653 284.534
0.205 0.632 291.675
0.283 0.601 298.720
0.356 0.561 305.776
0.424 0.512 313.531
0.484 0.455 320.371
0.537 0.391 327.633
0.582 0.320 334.359
0.618 0.245 341.996
0.644 0.165 349.634
0.659 0.083 356.553
0.664 0.000 363.447
0.659 -0.083 370.366
0.644 -0.165 378.004
0.618 -0.245 385.641
0.582 -0.320 392.367
0.537 -0.391 399.629
0.484 -0.455 406.469
0.424 -0.512 414.224
0.356 -0.561 421.280
0.283 -0.601 428.325
0.205 -0.632 428.325
Layer: 32
9.339
51
0.194 -0.596 248.334
0.267 -0.567 241.798
0.336 -0.530 233.707
0.400 -0.483 226.548
0.457 -0.429 219.806
0.507 -0.369 212.692
0.550 -0.302 204.928
0.583 -0.231 197.745
0.607 -0.156 191.023
0.622 -0.079 183.621
0.627 0.000 176.379
0.622 0.079 168.977
0.607 0.156 162.255
0.583 0.231 155.072
0.550 0.302 147.308
0.507 0.369 140.194
0.457 0.429 133.452
0.400 0.483 126.293
0.336 0.530 118.202
0.267 0.567 111.666
0.194 0.596 104.744
0.118 0.616 97.214
0.039 0.626 90.000
-0.039 0.626 82.786
-0.118 0.616 75.256
-0.194 0.596 68.334
-0.267 0.567 61.798
-0.336 0.530 53.707
-0.400 0.483 46.548
-0.457 0.429 39.806
-0.507 0.369 32.692
-0.550 0.302 24.928
-0.583 0.231 17.745
-0.607 0.156 11.023
-0.622 0.079 3.621
-0.627 0.000 -3.621
-0.622 -0.079 -11.023
-0.607 -0.156 -17.745
-0.583 -0.231 -24.928
-0.550 -0.302 -32.692
-0.507 -0.369 -39.806
-0.457 -0.429 -46.548
-0.400 -0.483 -53.707
-0.336 -0.530 -61.798
-0.267 -0.567 -68.334
-0.194 -0.596 -75.256
-0.118 -0.616 -82.786
-0.039 -0.626 -90.000
0.039 -0.626 -97.214
0.118 -0.616 -104.744
0.194 -0.596 -104.744
Layer: 33
9.939
51
0.364 0.574 306.469
0.433 0.523 313.091
0.495 0.465 320.194
0.550 0.399 327.995
0.595 0.327 334.335
0.632 0.250 342.204
0.658 0.169 349.216
0.674 0.085 356.634
0.679 0.000 363.366
0.674 -0.085 370.784
0.658 -0.169 377.796
0.632 -0.250 385.665
0.595 -0.327 392.005
0.550 -0.399 399.806
0.495 -0.465 406.909
0.433 -0.523 413.531
0.364 -0.574 421.336
0.289 -0.615 428.575
0.210 -0.646 435.801
0.127 -0.667 442.539
0.043 -0.678 450.000
-0.043 -0.678 457.461
-0.127 -0.667 464.199
-0.210 -0.646 471.425
-0.289 -0.615 478.664
-0.364 -0.574 486.469
-0.433 -0.523 493.091
-0.495 -0.465 500.194
-0.550 -0.399 507.995
-0.595 -0.327 514.335
-0.632 -0.250 522.204
-0.658 -0.169 529.216
-0.674 -0.085 536.634
-0.679 0.000 543.366
-0.674 0.085 550.784
-0.658 0.169 557.796
-0.632 0.250 565.665
-0.595 0.327 572.005
-0.550 0.399 579.806
-0.495 0.465 586.909
-0.433 0.523 593.531
-0.364 0.574 601.336
-0.289 0.615 608.575
-0.210 0.646 615.801
-0.127 0.667 622.539
-0.043 0.678 630.000
0.043 0.678 637.461
0.127 0.667 644.199
0.210 0.646 651.425
0.289 0.615 658.664
0.364 0.574 658.664
Layer: 34
9.939
51
0.344 0.542 118.780
0.273 0.581 111.801
0.198 0.611 104.381
0.120 0.631 97.125
0.040 0.641 90.000
-0.040 0.641 82.875
-0.120 0.631 75.619
-0.198 0.611 68.199
-0.273 0.581 61.220
-0.344 0.542 54.130
-0.409 0.495 47.010
-0.468 0.440 39.536
-0.520 0.377 32.307
-0.563 0.309 24.974
-0.597 0.236 18.208
-0.622 0.160 10.620
-0.637 0.080 3.576
-0.642 0.000 -3.576
-0.637 -0.080 -10.620
-0.622 -0.160 -18.208
-0.597 -0.236 -24.974
-0.563 -0.309 -32.307
-0.520 -0.377 -39.536
-0.468 -0.440 -47.010
-0.409 -0.495 -54.130
-0.344 -0.542 -61.220
-0.273 -0.581 -68.199
-0.198 -0.611 -75.619
-0.120 -0.631 -82.875
-0.040 -0.641 -90.000
0.040 -0.641 -97.125
0.120 -0.631 -104.381
0.198 -0.611 -111.801
0.273 -0.581 -118.780
0.344 -0.542 -125.870
0.409 -0.495 -132.990
0.468 -0.440 -140.464
0.520 -0.377 -147.693
0.563 -0.309 -155.026
0.597 -0.236 -161.792
0.622 -0.160 -169.380
0.637 -0.080 -176.424
0.642 0.000 -183.576
0.637 0.080 -190.620
0.622 0.160 -198.208
0.597 0.236 -204.974
0.563 0.309 -212.307
0.520 0.377 -219.536
0.468 0.440 -227.010
0.409 0.495 -234.130
0.344 0.542 -234.130
Layer: 35
10.539
51
0.561 -0.407 39.472
0.505 -0.475 46.878
0.442 -0.534 54.310
0.371 -0.585 61.074
0.295 -0.627 68.443
0.214 -0.659 75.324
0.130 -0.681 82.711
0.044 -0.692 90.000
-0.044 -0.692 97.289
-0.130 -0.681 104.676
-0.214 -0.659 111.557
-0.295 -0.627 118.926
-0.371 -0.585 125.690
-0.442 -0.534 133.122
-0.505 -0.475 140.528
-0.561 -0.407 147.783
-0.607 -0.334 154.312
-0.645 -0.255 162.607
-0.671 -0.172 168.690
-0.688 -0.087 176.711
-0.693 0.000 183.289
-0.688 0.087 191.310
-0.671 0.172 197.393
-0.645 0.255 205.688
-0.607 0.334 212.217
-0.561 0.407 219.472
-0.505 0.475 226.878
-0.442 0.534 234.310
-0.371 0.585 241.074
-0.295 0.627 248.443
-0.214 0.659 255.324
-0.130 0.681 262.711
-0.044 0.692 270.000
0.044 0.692 277.289
0.130 0.681 284.676
0.214 0.659 291.557
0.295 0.627 298.926
0.371 0.585 305.690
0.442 0.534 313.122
0.505 0.475 320.528
0.561 0.407 327.783
0.607 0.334 334.312
0.645 0.255 342.607
0.671 0.172 348.690
0.688 0.087 356.711
0.693 0.000 363.289
0.688 -0.087 371.310
0.671 -0.172 377.393
0.645 -0.255 385.688
0.607 -0.334 392.217
0.561 -0.407 392.217
Layer: 36
10.539
51
0.532 -0.386 212.525
0.576 -0.317 205.017
0.611 -0.242 197.560
0.636 -0.163 191.174
0.652 -0.082 183.489
0.657 0.000 176.511
0.652 0.082 168.826
0.636 0.163 162.440
0.611 0.242 154.983
0.576 0.317 147.475
0.532 0.386 140.371
0.479 0.450 133.025
0.419 0.506 126.180
0.352 0.555 119.055
0.280 0.595 111.286
0.203 0.625 104.708
0.123 0.646 96.953
0.041 0.656 90.000
-0.041 0.656 83.047
-0.123 0.646 75.292
-0.203 0.625 68.714
-0.280 0.595 60.945
-0.352 0.555 53.820
-0.419 0.506 46.975
-0.479 0.450 39.629
-0.532 0.386 32.525
-0.576 0.317 25.017
-0.611 0.242 17.560
-0.636 0.163 11.174
-0.652 0.082 3.489
-0.657 0.000 -3.489
-0.652 -0.082 -11.174
-0.636 -0.163 -17.560
-0.611 -0.242 -25.017
-0.576 -0.317 -32.525
-0.532 -0.386 -39.629
-0.479 -0.450 -46.975
-0.419 -0.506 -53.820
-0.352 -0.555 -60.945
-0.280 -0.595 -68.714
-0.203 -0.625 -75.292
-0.123 -0.646 -83.047
-0.041 -0.656 -90.000
0.041 -0.656 -96.953
0.123 -0.646 -104.708
0.203 -0.625 -111.286
0.280 -0.595 -119.055
0.352 -0.555 -126.180
0.419 -0.506 -133.025
0.479 -0.450 -140.371
0.532 -0.386 -140.371
Layer: 37
11.139
51
0.132 0.692 284.349
0.218 0.670 291.922
0.300 0.637 298.610
0.377 0.595 305.838
0.449 0.543 313.625
0.513 0.482 320.029
0.570 0.414 327.926
0.617 0.339 334.592
0.655 0.259 342.181
0.682 0.175 348.944
0.699 0.088 356.748
0.704 0.000 363.252
0.699 -0.088 371.056
0.682 -0.175 377.819
0.655 -0.259 385.408
0.617 -0.339 392.074
0.570 -0.414 399.971
0.513 -0.482 406.375
0.449 -0.543 414.162
0.377 -0.595 421.390
0.300 -0.637 428.078
0.218 -0.670 435.651
0.132 -0.692 442.875
0.044 -0.703 450.000
-0.044 -0.703 457.125
-0.132 -0.692 464.349
-0.218 -0.670 471.922
-0.300 -0.637 478.610
-0.377 -0.595 485.838
-0.449 -0.543 493.625
-0.513 -0.482 500.029
-0.570 -0.414 507.926
-0.617 -0.339 514.592
-0.655 -0.259 522.181
-0.682 -0.175 528.944
-0.699 -0.088 536.748
-0.704 0.000 543.252
-0.699 0.088 551.056
-0.682 0.175 557.819
-0.655 0.259 565.408
-0.617 0.339 572.074
-0.570 0.414 579.971
-0.513 0.482 586.375
-0.449 0.543 594.162
-0.377 0.595 601.390
-0.300 0.637 608.078
-0.218 0.670 615.651
-0.132 0.692 622.875
-0.044 0.703 630.000
0.044 0.703 637.125
0.132 0.692 637.125
Layer: 38
11.139
51
0.125 0.658 96.870
0.042 0.668 90.000
-0.042 0.668 83.130
-0.125 0.658 75.635
-0.207 0.637 68.325
-0.285 0.606 61.011
-0.359 0.565 54.224
-0.427 0.516 46.444
-0.488 0.458 40.156
-0.542 0.394 32.367
-0.587 0.323 25.058
-0.623 0.246 18.217
-0.649 0.167 10.244
-0.664 0.084 4.086
-0.670 0.000 -4.086
-0.664 -0.084 -10.244
-0.649 -0.167 -18.217
-0.623 -0.246 -25.058
-0.587 -0.323 -32.367
-0.542 -0.394 -40.156
-0.488 -0.458 -46.444
-0.427 -0.516 -54.224
-0.359 -0.565 -61.011
-0.285 -0.606 -68.325
-0.207 -0.637 -75.635
-0.125 -0.658 -83.130
-0.042 -0.668 -90.000
0.042 -0.668 -96.870
0.125 -0.658 -104.365
0.207 -0.637 -111.675
0.285 -0.606 -118.989
0.359 -0.565 -125.776
0.427 -0.516 -133.556
0.488 -0.458 -139.844
0.542 -0.394 -147.633
0.587 -0.323 -154.942
0.623 -0.246 -161.783
0.649 -0.167 -169.756
0.664 -0.084 -175.914
0.670 0.000 -184.086
0.664 0.084 -190.244
0.649 0.167 -198.217
0.623 0.246 -205.058
0.587 0.323 -212.367
0.542 0.394 -220.156
0.488 0.458 -226.444
0.427 0.516 -234.224
0.359 0.565 -241.011
0.285 0.606 -248.325
0.207 0.637 -255.635
0.125 0.658 -255.635
Layer: 39
11.739
51
-0.627 -0.345 155.136
-0.665 -0.263 161.768
-0.693 -0.178 169.066
-0.710 -0.090 176.820
-0.715 0.000 183.180
-0.710 0.090 190.934
-0.693 0.178 198.232
-0.665 0.263 204.864
-0.627 0.345 212.276
-0.579 0.421 219.560
-0.522 0.490 227.255
-0.456 0.551 234.019
-0.383 0.604 241.133
-0.305 0.647 248.552
-0.221 0.680 255.192
-0.134 0.703 262.954
-0.045 0.714 270.000
0.045 0.714 277.046
0.134 0.703 284.808
0.221 0.680 291.448
0.305 0.647 298.867
0.383 0.604 305.981
0.456 0.551 312.745
0.522 0.490 320.440
0.579 0.421 327.724
0.627 0.345 335.136
0.665 0.263 341.768
0.693 0.178 349.066
0.710 0.090 356.820
0.715 0.000 363.180
0.710 -0.090 370.934
0.693 -0.178 378.232
0.665 -0.263 384.864
0.627 -0.345 392.276
0.579 -0.421 399.560
0.522 -0.490 407.255
0.456 -0.551 414.019
0.383 -0.604 421.133
0.305 -0.647 428.552
0.221 -0.680 435.192
0.134 -0.703 442.954
0.045 -0.714 450.000
-0.045 -0.714 457.046
-0.134 -0.703 464.808
-0.221 -0.680 471.448
-0.305 -0.647 478.867
-0.383 -0.604 485.981
-0.456 -0.551 492.745
-0.522 -0.490 500.440
-0.579 -0.421 507.724
-0.627 -0.345 507.724
Layer: 40
11.739
51
-0.597 -0.328 327.426
-0.551 -0.400 320.194
-0.496 -0.466 313.580
-0.434 -0.525 305.929
-0.365 -0.575 298.664
-0.290 -0.616 291.181
-0.210 -0.647 285.018
-0.128 -0.669 276.710
-0.043 -0.679 270.000
0.043 -0.679 263.290
0.128 -0.669 254.982
0.210 -0.647 248.819
0.290 -0.616 241.336
0.365 -0.575 234.071
0.434 -0.525 226.420
0.496 -0.466 219.806
0.551 -0.400 212.574
0.597 -0.328 205.058
0.633 -0.251 197.592
0.659 -0.169 190.784
0.675 -0.085 184.038
0.681 0.000 175.962
0.675 0.085 169.216
0.659 0.169 162.408
0.633 0.251 154.942
0.597 0.328 147.426
0.551 0.400 140.194
0.496 0.466 133.580
0.434 0.525 125.929
0.365 0.575 118.664
0.290 0.616 111.181
0.210 0.647 105.018
0.128 0.669 96.710
0.043 0.679 90.000
-0.043 0.679 83.290
-0.128 0.669 74.982
-0.210 0.647 68.819
-0.290 0.616 61.336
-0.365 0.575 54.071
-0.434 0.525 46.420
-0.496 0.466 39.806
-0.551 0.400 32.574
-0.597 0.328 25.058
-0.633 0.251 17.592
-0.659 0.169 10.784
-0.675 0.085 4.038
-0.681 0.000 -4.038
-0.675 -0.085 -10.784
-0.659 -0.169 -17.592
-0.633 -0.251 -25.058
-0.597 -0.328 -25.058
Layer: 41
12.339
51
0.588 -0.427 39.644
0.530 -0.497 46.762
0.463 -0.560 54.389
0.389 -0.613 61.189
0.309 -0.657 67.964
0.225 -0.691 75.510
0.136 -0.714 83.032
0.046 -0.725 90.000
-0.046 -0.725 96.968
-0.136 -0.714 104.490
-0.225 -0.691 112.036
-0.309 -0.657 118.811
-0.389 -0.613 125.611
-0.463 -0.560 133.238
-0.530 -0.497 140.356
-0.588 -0.427 147.529
-0.637 -0.350 154.832
-0.676 -0.267 161.966
-0.704 -0.181 169.303
-0.721 -0.091 176.228
-0.727 0.000 183.772
-0.721 0.091 190.697
-0.704 0.181 198.034
-0.676 0.267 205.168
-0.637 0.350 212.471
-0.588 0.427 219.644
-0.530 0.497 226.762
-0.463 0.560 234.389
-0.389 0.613 241.189
-0.309 0.657 247.964
-0.225 0.691 255.510
-0.136 0.714 263.032
-0.046 0.725 270.000
0.046 0.725 276.968
0.136 0.714 284.490
0.225 0.691 292.036
0.309 0.657 298.811
